Subject,Question,Option A,Option B,Option C,Option D,Answer,Cluster
English,Choose the sentence with a proper noun.,He went to school.,She visited Lagos.,They are friends.,He read the book.,B,4
English,Which of the following is a common noun?,Mary,London,chair,Nile,C,1
English,Choose the correct option: “He writes neatly” — the word *neatly* is a/an _____.,noun,verb,adverb,adjective,C,8
English,Identify the verb in the sentence: The cat sleeps on the mat.,cat,sleeps,mat,on,B,4
English,Which of these is a complete sentence?,Running very fast.,The man is tall.,On the table.,Because it rained.,B,1
English,Choose the type of sentence: Please sit down.,Declarative,Imperative,Interrogative,Exclamatory,B,4
English,Choose the type of sentence: Are you coming to school?,Imperative,Exclamatory,Interrogative,Declarative,C,4
English,Choose the type of sentence: What a beautiful dress!,Exclamatory,Imperative,Declarative,Question,A,1
English,Choose the type of sentence: I am a teacher.,Imperative,Declarative,Exclamatory,Interrogative,B,4
English,Choose the correct option: “She is a nurse.” — This sentence is _____.,negative,interrogative,affirmative,exclamatory,C,4
English,Identify the subject in this sentence: The boy kicked the ball.,boy,ball,kicked,the,A,4
English,Identify the predicate: The boy kicked the ball.,The boy,kicked the ball,ball,kicked,B,4
English,Which of these is an example of a compound sentence?,He ran fast.,I came and I saw.,The man smiled.,Because it rained.,B,1
English,Which of these is an example of a simple sentence?,He came late.,Although he came late,He came late and slept,If he comes,A,1
English,Choose the correct option: A sentence that expresses a command is called _____.,imperative,exclamatory,interrogative,compound,A,4
English,Choose the correct option: “Don’t make noise!” is a/an _____ sentence.,interrogative,imperative,exclamatory,complex,B,5
English,Choose the correct option: Which of these is an exclamatory sentence?,She is going to school.,What a lovely flower!,Are you ready?,He ran fast.,B,4
English,Choose the correct option: Which of these is an interrogative sentence?,She danced well.,He sang beautifully.,Did he come early?,They went home.,C,4
English,Choose the correctly punctuated sentence.,when are you coming?,When are you coming?,when Are you Coming?,When are You coming?,B,4
English,Choose the correct sentence.,He is my friend.,he is My Friend.,He Is my Friend.,he is my friend.,A,4
English,Identify the adjective: The red car is mine.,car,mine,red,is,C,1
English,Choose the correct word: The students are very _____.,intelligence,intelligents,intelligent,intelligently,C,4
English,Identify the pronoun: She gave me a pen.,She,gave,me,pen,A,4
English,Choose the correct preposition: He walked _____ the road.,on,along,over,by,B,8
English,Choose the correct conjunction: He failed _____ he did not study.,so,because,if,although,B,8
English,Choose the correct option: The plural of *child* is _____. ,childs,children,childes,childrens,B,4
English,Choose the correct option: The plural of *knife* is _____. ,knifes,knive,knives,knifees,C,4
English,Choose the correct option: The plural of *man* is _____. ,mens,man,men,manes,C,8
English,Choose the correct option: The plural of *tooth* is _____. ,teeth,toothes,tooths,teeths,A,4
English,Choose the correct option: The opposite of *hot* is _____. ,cold,cool,warm,heat,A,7
English,Choose the correct word: The past tense of *write* is _____. ,write,written,wrote,writing,C,4
English,Choose the correct word: The past tense of *eat* is _____. ,eat,ate,eaten,eating,B,4
English,Choose the correct word: The past tense of *go* is _____. ,went,gone,goes,going,A,4
English,Choose the correct form: The past participle of *break* is _____. ,broke,broken,breaking,breaks,B,4
English,Choose the correct form: The past participle of *sing* is _____. ,sang,sung,sings,singing,B,4
English,Choose the correct option: The comparative of *good* is _____. ,better,gooder,more good,best,A,7
English,Choose the correct option: The superlative of *good* is _____. ,gooder,better,best,goodest,C,4
English,Choose the correct option: The comparative of *bad* is _____. ,worse,badder,more bad,worst,A,7
English,Choose the correct option: The superlative of *bad* is _____. ,worst,baddest,badder,worse,A,7
English,Choose the correct option: The comparative of *beautiful* is _____. ,beautifuller,more beautiful,most beautiful,beautifullest,B,7
English,Choose the correct option: The superlative of *beautiful* is _____. ,more beautiful,most beautiful,beautifullest,beautifuler,B,4
English,Comprehension is a test of a student’s ability to _____.,memorize facts,understand a passage,recite poems,analyze grammar,B,3
English,The meaning of a word as used in a passage is called its _____.,definition,contextual meaning,synonym,antonym,B,6
English,The tone of a passage refers to the writer’s _____.,feelings,language,words,punctuation,A,1
English,In a comprehension test, inference questions require the student to _____.,quote directly,guess without reading,draw conclusions from the passage,C,3
English,The summary of a passage should be written in _____ words.,many,too few,brief and precise,long,C,3
English,A good summary should exclude _____.,main points,minor details,relevant ideas,key points,B,3
English,The first step in summary writing is to _____.,copy the passage,read and understand the passage,underline difficult words,ask questions,B,3
English,The word ‘comprehension’ means _____.,to read fast,to understand,to copy,to remember,B,6
English,The main idea of a passage tells you _____.,the writer’s mood,the central message,the examples,the title,B,3
English,One should avoid using quotations in summary writing because _____.,they are too long,they show copying,they are not in your own words,B,,3
English,Comprehension helps students to improve their _____.,writing skills,understanding of language,poetry skills,listening skills,B,3
English,A summary passage is usually written in _____ form.,short sentences,dialogue,drama,poem,A,3
English,To summarize means to _____.,expand,shorten,copy,replace,B,3
English,A good summary should be written in _____.,paragraphs,bullet points,continuous prose,phrases,C,3
English,The best way to identify the main points is to _____.,read each paragraph carefully,read the title only,guess,underline examples,A,3
English,The purpose of summary writing is to _____.,expand the passage,shorten the passage,add more ideas,analyze sentences,B,3
English,The expression “in a nutshell” means _____.,in summary,with details,word for word,in paragraph,A,6
English,A summary should not include _____.,examples,main points,important ideas,key facts,A,3
English,A good summary must be _____.,long,concise,wordy,complex,B,3
English,The phrase “state in one sentence” means you should write _____.,many sentences,a paragraph,a single clear statement,a summary,C,1
English,The best summary answers are usually written in _____.,complete sentences,fragments,lists,questions,A,3
English,Comprehension questions test a student’s ability to _____.,analyze poetry,understand and interpret passages,write letters,recall grammar,B,3
English,A good summary answer must contain only _____.,minor details,main points,examples,opinions,B,3
English,In summary writing, avoid using direct quotations because _____.,they show understanding,they make it too long,they are too short,B,3
English,An essay is a piece of writing that expresses the writer’s _____.,feelings and ideas,opinions only,questions only,grammar only,A,3
English,The two main types of essays are _____ and _____.,formal and informal,short and long,fiction and nonfiction,letter and poem,A,3
English,An argumentative essay tries to _____.,tell a story,describe an event,persuade the reader,entertain the reader,C,3
English,A narrative essay is one that _____.,describes a scene,tells a story,gives instructions,explains a process,B,3
English,A descriptive essay mainly aims to _____.,argue a point,describe a person or thing,give facts,tell a story,B,3
English,An expository essay is used to _____.,explain a topic,entertain the reader,express emotion,write fiction,A,3
English,The introduction of an essay should _____.,contain jokes,show the conclusion,give a clear background,repeat points,C,3
English,The main body of an essay should contain _____.,the main points,the greeting,the writer’s name,the title only,A,3
English,The conclusion of an essay should _____.,start a new idea,repeat the introduction,round up the main points,B,,3
English,The opening of a formal letter begins with _____.,Dear Sir or Madam,Hello friend,Hi there,To my dear teacher,A,0
English,An informal letter is written to _____.,a company,a friend,a government office,a newspaper,B,0
English,The correct ending of a formal letter is _____.,Yours faithfully,Yours sincerely,With love,Bye,A,0
English,The correct ending of an informal letter is _____.,Yours faithfully,Yours sincerely,Yours lovingly,Respectfully,C,0
English,The subscription “Yours sincerely” is used when _____.,the recipient’s name is known,the recipient is unknown,it’s an official letter,it’s an application letter,A,0
English,The main difference between formal and informal letters is the _____.,tone and language,length,spelling,margin,A,0
English,An informal letter usually ends with _____.,faithfully,sincerely,love,respect,C,0
English,An essay that tells a story is called a/an _____ essay.,argumentative,descriptive,narrative,expository,C,3
English,An essay that describes a place or object is a _____ essay.,narrative,expository,descriptive,argumentative,C,3
English,The address in a letter should always include _____.,street name only,full contact details,telephone number only,postal code only,B,0
English,An argumentative essay presents _____.,facts and opinions,stories and jokes,feelings and emotions,dialogues only,A,3
English,The tone of a formal letter should be _____.,friendly,official,rude,emotional,B,0
English,The first paragraph of a formal letter should state _____.,the writer’s complaint,the reason for writing,personal greetings,the main points,B,0
English,An expository essay mainly aims to _____.,argue,inform,entertain,persuade,B,3
English,The concluding paragraph of a letter should _____.,end abruptly,summarize politely,ignore the topic,start a new point,B,3
English,The abbreviation P.S. at the end of a letter means _____.,post story,post script,personal statement,post summary,B,0
English,The closing remark “Yours faithfully” is used when _____.,the name of the person is unknown,the letter is informal,the letter is personal,the recipient is a friend,A,1
English,The heading of a formal letter is also known as the _____.,greeting,address,title,subject,D,0
English,The main body of a formal letter contains _____.,salutation,points of discussion,signature,date,B,0
English,The word *sincerely* in “Yours sincerely” means _____.,truthfully,officially,gratefully,happily,A,2
English,The expression “I look forward to your reply” is used in _____ letters.,informal,formal,private,thank-you,B,0
English,An essay must always have a clear _____.,introduction,ending only,middle only,body only,A,3
English,The study of speech sounds is called _____.,phonology,syntax,morphology,semantics,A,5
English,The smallest unit of sound in a language is called a _____.,syllable,phoneme,word,letter,B,5
English,The study of how words are pronounced is called _____.,semantics,phonetics,morphology,grammar,B,5
English,The letters of the alphabet that represent speech sounds are called _____.,phonetic symbols,orthography,grammar,semantics,A,5
English,The sound /p/ in “pen” is an example of a _____ sound.,voiced,voiceless,vowel,syllabic,B,5
English,The sound /b/ in “boy” is a _____ sound.,voiced,voiceless,nasal,fricative,A,5
English,The sound /m/ in “man” is a _____ sound.,plosive,fricative,nasal,liquid,C,5
English,The sound /f/ in “fish” is a _____ sound.,nasal,fricative,liquid,plosive,B,5
English,The sound /t/ in “top” is a _____ sound.,fricative,plosive,nasal,vowel,B,5
English,The sound /s/ in “sun” is a _____ sound.,plosive,fricative,nasal,liquid,B,5
English,The sound /l/ in “love” is a _____ sound.,lateral,plosive,fricative,nasal,A,5
English,The sound /r/ in “red” is a _____ sound.,plosive,trill,fricative,liquid,D,5
English,The vowel sound in “seat” is represented by _____.,/ɪ/,/iː/,/e/,/ɜː/,B,5
English,The vowel sound in “sit” is represented by _____.,/ɪ/,/iː/,/ʌ/,/æ/,A,5
English,The vowel sound in “cat” is represented by _____.,/ɜː/,/æ/,/aː/,/ɪ/,B,5
English,The vowel sound in “cup” is represented by _____.,/ɪ/,/ʌ/,/ɒ/,/aɪ/,B,5
English,The vowel sound in “ball” is represented by _____.,/ɒ/,/ɔː/,/aʊ/,/ə/,B,5
English,The diphthong in “boy” is represented by _____.,/aɪ/,/ɔɪ/,/eɪ/,/ɪə/,B,5
English,The diphthong in “fine” is represented by _____.,/eɪ/,/aɪ/,/aʊ/,/ɔɪ/,B,5
English,The diphthong in “loud” is represented by _____.,/aɪ/,/aʊ/,/ɔɪ/,/eə/,B,5
English,The vowel sound in “boat” is represented by _____.,/əʊ/,/aʊ/,/ɒ/,/eə/,A,5
English,The diphthong in “care” is represented by _____.,/eə/,/aʊ/,/ɪə/,/ɔɪ/,A,5
English,The diphthong in “here” is represented by _____.,/ɪə/,/eə/,/aɪ/,/ɔɪ/,A,5
English,The sound /ʃ/ occurs in the word _____.,chair,shoe,goat,jam,B,5
English,The sound /ʒ/ occurs in the word _____.,measure,church,fish,shop,A,5
English,The sound /tʃ/ occurs in the word _____.,chair,shoe,vision,leisure,A,5
English,The sound /dʒ/ occurs in the word _____.,jam,ship,shine,fish,A,5
English,The sound /θ/ occurs in the word _____.,this,thing,those,these,B,5
English,The sound /ð/ occurs in the word _____.,thing,thought,those,thick,C,5
English,The sound /ŋ/ occurs in the word _____.,sing,sit,sign,sand,A,5
English,The schwa sound /ə/ occurs in the word _____.,about,cat,ball,sit,A,5
English,The stress in the word “photograph” falls on the _____ syllable.,first,second,third,fourth,A,1
English,The stress in “photographer” falls on the _____ syllable.,first,second,third,fourth,C,5
English,The stress in “economy” falls on the _____ syllable.,first,second,third,fourth,B,5
English,The stress in “economic” falls on the _____ syllable.,first,second,third,fourth,C,5
English,Intonation refers to _____.,rhythm of speech,pitch variation,word meaning,grammar,B,5
English,Rising intonation is used in _____.,statements,commands,yes/no questions,exclamations,C,5
English,Falling intonation is used in _____.,questions,statements,requests,uncertain answers,B,5
English,The word “import” when used as a noun has stress on the _____ syllable.,first,second,third,none,A,5
English,The word “import” when used as a verb has stress on the _____ syllable.,first,second,third,none,B,5
English,The word “conduct” as a noun is stressed on the _____ syllable.,first,second,third,none,A,5
English,The word “conduct” as a verb is stressed on the _____ syllable.,first,second,third,none,B,5
English,The primary function of intonation is to _____.,change meaning,show feeling,form sentences,show stress,B,5
English,The sound /v/ is a _____ sound.,voiceless bilabial,voiced labiodental,voiceless alveolar,voiced plosive,B,5
English,The sound /k/ is a _____ sound.,voiceless velar plosive,voiced velar nasal,voiced alveolar fricative,voiceless bilabial stop,A,5
English,The sound /g/ is a _____ sound.,voiced velar plosive,voiced bilabial nasal,voiceless alveolar stop,voiced fricative,A,5
English,The sound /h/ is a _____ sound.,voiced alveolar,voiceless glottal,voiceless bilabial,voiced nasal,B,5
English,The sound /w/ in “we” is a _____ sound.,voiceless bilabial,voiced bilabial approximant,voiced nasal,voiceless fricative,B,5
English,The sound /j/ in “yes” is a _____ sound.,voiceless alveolar,voiced palatal approximant,voiced bilabial,voiceless glottal,B,5
English,Phonetic transcription helps learners to _____.,spell words,pronounce words correctly,write faster,read quietly,B,5
English,The symbol /θ/ represents the sound in which of these words?,thing,this,there,that,A,5
