English,Choose the correct sentence: He does not _____ to school late.,go,goes,going,gone,A
English,Choose the correct option: I _____ finished my homework.,has,have,had,having,B
English,Choose the correct preposition: The man is standing _____ the door.,by,at,on,under,B
English,Choose the correct tense: The bell _____ before we entered the hall.,rang,rung,ring,run,A
English,Choose the correct option: She _____ to church every Sunday.,go,goes,going,gone,B
English,Choose the correct option: The boy _____ his book yesterday.,forgets,forgot,forget,forgetting,B
English,Choose the correct preposition: The girl sat _____ her mother.,beside,behind,between,across,A
English,Choose the correct article: He is _____ honest man.,a,an,the,that,B
English,Choose the correct sentence: The teacher asked if I _____ ready.,am,was,were,be,B
English,Choose the correct option: The students _____ the test now.,write,are writing,writes,was writing,B
English,Choose the correct tense: They _____ in this school since 2010.,study,studied,have studied,studying,C
English,Identify the noun in this sentence: The boy kicked the ball.,boy,kicked,the,ball,D
English,Which of these words is a verb?,happy,run,blue,quickly,B
English,Which word is an adjective?,slowly,beautiful,run,kindly,B
English,Which of these is a pronoun?,John,She,Run,Blue,B
English,Which of the following is an adverb?,fast,table,John,beautiful,A
English,Choose the correct preposition: The book is _____ the table.,in,on,under,over,C
English,Which of these words is a conjunction?,and,because,but,all of the above,D
English,Identify the interjection: _____! That was a close call.,Hey,And,Quick,The,A
English,Choose the sentence with a proper noun.,He went to school.,She visited Lagos.,They are friends.,He read the book.,B
English,Which of the following is a common noun?,Mary,London,chair,Nile,C
English,Choose the correct option: “He writes neatly” — the word *neatly* is a/an _____.,noun,verb,adverb,adjective,C
English,Identify the verb in the sentence: The cat sleeps on the mat.,cat,sleeps,mat,on,B
English,Which of these is a complete sentence?,Running very fast.,The man is tall.,On the table.,Because it rained.,B
English,Choose the type of sentence: Please sit down.,Declarative,Imperative,Interrogative,Exclamatory,B
English,Choose the type of sentence: Are you coming to school?,Imperative,Exclamatory,Interrogative,Declarative,C
English,Choose the type of sentence: What a beautiful dress!,Exclamatory,Imperative,Declarative,Question,A
English,Choose the type of sentence: I am a teacher.,Imperative,Declarative,Exclamatory,Interrogative,B
English,Choose the correct option: “She is a nurse.” — This sentence is _____.,negative,interrogative,affirmative,exclamatory,C
English,Identify the subject in this sentence: The boy kicked the ball.,boy,ball,kicked,the,A
English,Identify the predicate: The boy kicked the ball.,The boy,kicked the ball,ball,kicked,B
English,Which of these is an example of a compound sentence?,He ran fast.,I came and I saw.,The man smiled.,Because it rained.,B
English,Which of these is an example of a simple sentence?,He came late.,Although he came late,He came late and slept,If he comes,A
English,Choose the correct option: A sentence that expresses a command is called _____.,imperative,exclamatory,interrogative,compound,A
English,Choose the correct option: “Don’t make noise!” is a/an _____ sentence.,interrogative,imperative,exclamatory,complex,B
English,Choose the correct option: Which of these is an exclamatory sentence?,She is going to school.,What a lovely flower!,Are you ready?,He ran fast.,B
English,Choose the correct option: Which of these is an interrogative sentence?,She danced well.,He sang beautifully.,Did he come early?,They went home.,C
English,Choose the correctly punctuated sentence.,when are you coming?,When are you coming?,when Are you Coming?,When are You coming?,B
English,Choose the correct sentence.,He is my friend.,he is My Friend.,He Is my Friend.,he is my friend.,A
English,Identify the adjective: The red car is mine.,car,mine,red,is,C
English,Choose the correct word: The students are very _____.,intelligence,intelligents,intelligent,intelligently,C
English,Identify the pronoun: She gave me a pen.,She,gave,me,pen,A
English,Choose the correct preposition: He walked _____ the road.,on,along,over,by,B
English,Choose the correct conjunction: He failed _____ he did not study.,so,because,if,although,B
English,Choose the correct option: The plural of *child* is _____. ,childs,children,childes,childrens,B
English,Choose the correct option: The plural of *knife* is _____. ,knifes,knive,knives,knifees,C
English,Choose the correct option: The plural of *man* is _____. ,mens,man,men,manes,C
English,Choose the correct option: The plural of *tooth* is _____. ,teeth,toothes,tooths,teeths,A
English,Choose the correct option: The opposite of *hot* is _____. ,cold,cool,warm,heat,A
English,Choose the correct word: The past tense of *write* is _____. ,write,written,wrote,writing,C
English,Choose the correct word: The past tense of *eat* is _____. ,eat,ate,eaten,eating,B
English,Choose the correct word: The past tense of *go* is _____. ,went,gone,goes,going,A
English,Choose the correct form: The past participle of *break* is _____. ,broke,broken,breaking,breaks,B
English,Choose the correct form: The past participle of *sing* is _____. ,sang,sung,sings,singing,B
English,Choose the correct option: The comparative of *good* is _____. ,better,gooder,more good,best,A
English,Choose the correct option: The superlative of *good* is _____. ,gooder,better,best,goodest,C
English,Choose the correct option: The comparative of *bad* is _____. ,worse,badder,more bad,worst,A
English,Choose the correct option: The superlative of *bad* is _____. ,worst,baddest,badder,worse,A
English,Choose the correct option: The comparative of *beautiful* is _____. ,beautifuller,more beautiful,most beautiful,beautifullest,B
English,Choose the correct option: The superlative of *beautiful* is _____. ,more beautiful,most beautiful,beautifullest,beautifuler,B
English,Choose the correct sentence type: “Because he was tired, he slept.” is a/an _____ sentence.,compound,complex,simple,exclamatory,B
English,Comprehension is a test of a student’s ability to _____.,memorize facts,understand a passage,recite poems,analyze grammar,B
English,In a comprehension passage, the main idea is usually found in the _____.,first paragraph,last sentence,middle of the text,topic sentence,D
English,When answering comprehension questions, students should first _____.,read the questions only,read the passage carefully,guess the answers,read the summary,B
English,The meaning of a word as used in a passage is called its _____.,definition,contextual meaning,synonym,antonym,B
English,The tone of a passage refers to the writer’s _____.,feelings,language,words,punctuation,A
English,In comprehension, factual questions require _____.,personal opinion,information from the passage,guesses,examples,B
English,In a comprehension test, inference questions require the student to _____.,quote directly,guess without reading,draw conclusions from the passage,C
English,The summary of a passage should be written in _____ words.,many,too few,brief and precise,long,C
English,When summarizing, you should write in your _____.,own words,teacher’s words,friend’s words,the author’s exact words,A
English,A good summary should exclude _____.,main points,minor details,relevant ideas,key points,B
English,The first step in summary writing is to _____.,copy the passage,read and understand the passage,underline difficult words,ask questions,B
English,In summary writing, avoid using _____.,your own opinion,main ideas,simple sentences,key words,A
English,The word ‘comprehension’ means _____.,to read fast,to understand,to copy,to remember,B
English,In comprehension, when you are asked to state the meaning of a word, you should use the _____.,dictionary meaning,contextual meaning,root meaning,spelling meaning,B
English,The main idea of a passage tells you _____.,the writer’s mood,the central message,the examples,the title,B
English,When summarizing, the use of linking words like *firstly* and *however* helps to _____.,confuse the reader,show sequence,show emotion,add humor,B
English,One should avoid using quotations in summary writing because _____.,they are too long,they show copying,they are not in your own words,B
English,Comprehension helps students to improve their _____.,writing skills,understanding of language,poetry skills,listening skills,B
English,A summary passage is usually written in _____ form.,short sentences,dialogue,drama,poem,A
English,In comprehension, questions that test vocabulary focus on _____.,grammar rules,word meaning,story sequence,characters,B
English,In summary writing, the main ideas are also known as _____.,topics,points,examples,keywords,B
English,To summarize means to _____.,expand,shorten,copy,replace,B
English,A good summary should be written in _____.,paragraphs,bullet points,continuous prose,phrases,C
English,In comprehension, questions like “Why did he go?” test your ability to _____.,recall details,analyze characters,make inference,define words,C
English,In comprehension, the expression “according to the passage” means _____.,give your opinion,give answer from passage,write your conclusion,copy from book,B
English,In summary writing, you should use _____ tense.,present,past,future,perfect,A
English,The best way to identify the main points is to _____.,read each paragraph carefully,read the title only,guess,underline examples,A
English,The purpose of summary writing is to _____.,expand the passage,shorten the passage,add more ideas,analyze sentences,B
English,In comprehension, a “context clue” means _____.,definition in the passage,meaning given by words around it,synonym of the word,example,B
English,The expression “in a nutshell” means _____.,in summary,with details,word for word,in paragraph,A
English,When answering comprehension questions, avoid _____.,rephrasing,copying sentences,using your words,understanding the text,B
English,In comprehension, a writer’s opinion can be identified by _____.,examples,language used,tense,spelling,B
English,A summary should not include _____.,examples,main points,important ideas,key facts,A
English,In summary writing, each point should be written in _____ sentence(s).,two or more,one,three,four,B
English,When summarizing, it is important to _____.,use difficult words,use short and clear sentences,copy sentences,ignore ideas,B
English,In comprehension, a question that begins with “What do you think” tests _____.,grammar,vocabulary,opinion,inference,C
English,A good summary must be _____.,long,concise,wordy,complex,B
English,In comprehension, the title of a passage often gives a clue to its _____.,mood,theme,tense,language,B
English,In summary, you should avoid using _____.,your own examples,passage ideas,complex grammar,main points,A
English,In comprehension, the phrase “from the passage” means _____.,quote directly from the text,use your own words,ignore the passage,memorize lines,A
English,The phrase “state in one sentence” means you should write _____.,many sentences,a paragraph,a single clear statement,a summary,C
English,In comprehension, if you are asked for the meaning of a word, you should _____.,copy the word,guess wildly,look at its context,skip it,C
English,The best summary answers are usually written in _____.,complete sentences,fragments,lists,questions,A
English,In summary writing, ideas should follow a _____ order.,random,logical,confusing,unclear,B
English,When summarizing, punctuation should be _____.,ignored,incorrect,accurate,omitted,C
English,Comprehension questions test a student’s ability to _____.,analyze poetry,understand and interpret passages,write letters,recall grammar,B
English,When answering comprehension questions, students should write in _____ sentences.,fragmented,complete,long,broken,B
English,A good summary answer must contain only _____.,minor details,main points,examples,opinions,B
English,In comprehension, the best way to understand a difficult word is to _____.,skip it,ask a friend,use context clues,copy it,C
English,In summary writing, each idea should be expressed in _____ words.,many,few,complex,confusing,B
English,In comprehension, a good reader should read with _____.,speed,attention and understanding,disinterest,noise,B
English,In summary writing, avoid using direct quotations because _____.,they show understanding,they make it too long,they are too short,B
English,An essay is a piece of writing that expresses the writer’s _____.,feelings and ideas,opinions only,questions only,grammar only,A
English,The two main types of essays are _____ and _____.,formal and informal,short and long,fiction and nonfiction,letter and poem,A
English,An argumentative essay tries to _____.,tell a story,describe an event,persuade the reader,entertain the reader,C
English,A narrative essay is one that _____.,describes a scene,tells a story,gives instructions,explains a process,B
English,A descriptive essay mainly aims to _____.,argue a point,describe a person or thing,give facts,tell a story,B
English,An expository essay is used to _____.,explain a topic,entertain the reader,express emotion,write fiction,A
English,The introduction of an essay should _____.,contain jokes,show the conclusion,give a clear background,repeat points,C
English,The main body of an essay should contain _____.,the main points,the greeting,the writer’s name,the title only,A
English,The conclusion of an essay should _____.,start a new idea,repeat the introduction,round up the main points,B
English,In essay writing, each paragraph should focus on _____.,many ideas,one main idea,examples only,definitions only,B
English,In a narrative essay, events are arranged in _____ order.,alphabetical,chronological,numerical,logical,B
English,The opening of a formal letter begins with _____.,Dear Sir or Madam,Hello friend,Hi there,To my dear teacher,A
English,An informal letter is written to _____.,a company,a friend,a government office,a newspaper,B
English,The correct ending of a formal letter is _____.,Yours faithfully,Yours sincerely,With love,Bye,A
English,The correct ending of an informal letter is _____.,Yours faithfully,Yours sincerely,Yours lovingly,Respectfully,C
English,In a formal letter, your address should be written at the _____.,top left,top right,bottom left,bottom right,B
English,In an informal letter, the date is written _____ the address.,before,after,above,below,B
English,In a formal letter, the receiver’s address is written _____ the sender’s address.,above,below,beside,next to,B
English,In a letter, the salutation “Dear Sir,” is used for _____.,a close friend,a person you don’t know well,a family member,a child,B
English,In letter writing, the body of the letter contains _____.,address only,main message,closing remarks,title only,B
English,The subscription “Yours sincerely” is used when _____.,the recipient’s name is known,the recipient is unknown,it’s an official letter,it’s an application letter,A
English,The main difference between formal and informal letters is the _____.,tone and language,length,spelling,margin,A
English,An informal letter usually ends with _____.,faithfully,sincerely,love,respect,C
English,In a formal letter, the subject heading should be written in _____.,capital letters,small letters,italics,brackets,A
English,An essay that tells a story is called a/an _____ essay.,argumentative,descriptive,narrative,expository,C
English,An essay that describes a place or object is a _____ essay.,narrative,expository,descriptive,argumentative,C
English,The address in a letter should always include _____.,street name only,full contact details,telephone number only,postal code only,B
English,An argumentative essay presents _____.,facts and opinions,stories and jokes,feelings and emotions,dialogues only,A
English,The tone of a formal letter should be _____.,friendly,official,rude,emotional,B
English,When writing a letter, the date should appear _____.,anywhere,on the right-hand side,on the left side,at the end,B
English,In an essay, paragraphs must be _____.,short and unconnected,linked and developed,long and confusing,numbered,B
English,The first paragraph of a formal letter should state _____.,the writer’s complaint,the reason for writing,personal greetings,the main points,B
English,In a friendly letter, the writer may start with _____.,a question,a formal greeting,a joke or inquiry,a summary,C
English,An expository essay mainly aims to _____.,argue,inform,entertain,persuade,B
English,The concluding paragraph of a letter should _____.,end abruptly,summarize politely,ignore the topic,start a new point,B
English,The abbreviation P.S. at the end of a letter means _____.,post story,post script,personal statement,post summary,B
English,In formal writing, contractions like *don’t* and *can’t* should be _____.,used,avoided,added,expanded,B
English,In a formal letter, avoid using _____.,slang or informal words,polite language,short sentences,clear structure,A
English,In a formal letter, punctuation marks should be _____.,ignored,incorrect,accurate,unnecessary,C
English,When writing an essay, a paragraph break shows _____.,a change of idea,a mistake,a pause,a conclusion,A
English,In a descriptive essay, sensory words appeal to _____.,eyes only,the five senses,ears only,touch only,B
English,The closing remark “Yours faithfully” is used when _____.,the name of the person is unknown,the letter is informal,the letter is personal,the recipient is a friend,A
English,The heading of a formal letter is also known as the _____.,greeting,address,title,subject,D
English,The main body of a formal letter contains _____.,salutation,points of discussion,signature,date,B
English,In a letter, the greeting “Dear Uncle” is used for _____.,a formal letter,an informal letter,a complaint letter,a request letter,B
